,number,,date,,
tmp2,29338,741,2014-12-13,,
tmp2,30150,742,2014-12-14,,
tmp2,28788,743,2014-12-15,,
tmp2,30004,744,2014-12-16,,
tmp2,27337,745,2014-12-17,,
tmp2,33089,746,2014-12-18,,
tmp2,33452,747,2014-12-19,,
tmp2,34632,748,2014-12-20,,
tmp2,27870,749,2014-12-21,,
tmp2,25249,750,2014-12-22,,
tmp2,23518,751,2014-12-23,,
tmp2,31796,752,2014-12-24,,
tmp2,31416,753,2014-12-25,,
tmp2,29332,754,2014-12-26,,
tmp2,29539,755,2014-12-27,,
tmp2,35014,756,2014-12-28,,
tmp2,31646,757,2014-12-29,,
tmp2,28115,758,2014-12-30,,
tmp2,36446,759,2014-12-31,,
tmp2,NA,760,NA,,
tmp2,NA,761,NA,,
tmp2,NA,762,NA,,
tmp2,NA,763,NA,,
tmp2,NA,764,NA,,
tmp2,33428,765,2015-01-01,,
tmp2,29649,766,2015-01-02,,
tmp2,28545,767,2015-01-03,,
tmp2,27844,768,2015-01-04,,
tmp2,31521,769,2015-01-05,,
tmp2,27113,770,2015-01-06,,
tmp2,25968,771,2015-01-07,,
tmp2,NA,772,NA,,
tmp2,30111,773,2015-01-08,,
tmp2,31314,774,2015-01-09,,
tmp2,31209,775,2015-01-10,,
tmp2,29618,776,2015-01-11,,
tmp2,31203,777,2015-01-12,,
tmp2,27503,778,2015-01-13,,
tmp2,24923,779,2015-01-14,,
tmp2,31490,780,2015-01-15,,
tmp2,32284,781,2015-01-16,,
tmp2,34829,782,2015-01-17,,
tmp2,31034,783,2015-01-18,,
tmp2,30811,784,2015-01-19,,
tmp2,27162,785,2015-01-20,,
tmp2,NA,786,NA,,
tmp2,26267,787,2015-01-21,,
tmp2,31422,788,2015-01-22,,
tmp2,33943,789,2015-01-23,,
tmp2,34437,790,2015-01-24,,
tmp2,31560,791,2015-01-25,,
tmp2,31335,792,2015-01-26,,
tmp2,27612,793,2015-01-27,,
tmp2,28028,794,2015-01-28,,
tmp2,30798,795,2015-01-29,,
tmp2,31230,796,2015-01-30,,
tmp2,31515,797,2015-01-31,,
tmp2,29590,798,2015-02-01,,
tmp2,29804,799,2015-02-02,,
tmp2,27093,800,2015-02-03,,
tmp2,25243,801,2015-02-04,,
tmp2,30375,802,2015-02-05,,
tmp2,31780,803,2015-02-06,,
tmp2,NA,804,NA,,
tmp2,33607,805,2015-02-07,,
tmp2,29309,806,2015-02-08,,
tmp2,32619,807,2015-02-09,,
tmp2,26813,808,2015-02-10,,
tmp2,26749,809,2015-02-11,,
tmp2,29967,810,2015-02-12,,
tmp2,33497,811,2015-02-13,,
tmp2,35685,812,2015-02-14,,
tmp2,32624,813,2015-02-15,,
tmp2,32844,814,2015-02-16,,
tmp2,40378,815,2015-02-17,,
tmp2,43160,816,2015-02-18,,
tmp2,37665,817,2015-02-19,,
tmp2,40314,818,2015-02-20,,
tmp2,NA,819,NA,,
tmp2,33119,820,2015-02-21,,
tmp2,40750,821,2015-02-22,,
tmp2,35985,822,2015-02-23,,
tmp2,NA,823,NA,,
tmp2,35819,824,2015-02-24,,
tmp2,39241,825,2015-02-25,,
tmp2,37310,826,2015-02-26,,
tmp2,37912,827,2015-02-27,,
tmp2,30790,828,2015-02-28,,
tmp2,27622,829,2015-03-01,,
tmp2,25802,830,2015-03-02,,
tmp2,22000,831,2015-03-03,,
tmp2,23129,832,2015-03-04,,
tmp2,26605,833,2015-03-05,,
tmp2,32500,834,2015-03-06,,
tmp2,30727,835,2015-03-07,,
tmp2,26426,836,2015-03-08,,
tmp2,27426,837,2015-03-09,,
tmp2,23087,838,2015-03-10,,
tmp2,24217,839,2015-03-11,,
tmp2,31275,840,2015-03-12,,
tmp2,35611,841,2015-03-13,,
tmp2,38351,842,2015-03-14,,
tmp2,NA,843,NA,,
tmp2,31143,844,2015-03-15,,
tmp2,NA,845,NA,,
tmp2,34079,846,2015-03-16,,
tmp2,27781,847,2015-03-17,,
tmp2,28803,848,2015-03-18,,
tmp2,36184,849,2015-03-19,,
tmp2,42341,850,2015-03-20,,
tmp2,38673,851,2015-03-21,,
tmp2,38348,852,2015-03-22,,
tmp2,36397,853,2015-03-23,,
tmp2,34174,854,2015-03-24,,
tmp2,33607,855,2015-03-25,,
tmp2,38113,856,2015-03-26,,
tmp2,NA,857,NA,,
tmp2,40361,858,2015-03-27,,
tmp2,42852,859,2015-03-28,,
tmp2,NA,860,NA,,
tmp2,36066,861,2015-03-29,,
tmp2,34757,862,2015-03-30,,
tmp2,NA,863,NA,,
tmp2,33068,864,2015-03-31,,
tmp2,37801,865,2015-04-01,,
tmp2,23690,866,2015-04-02,,
tmp2,45631,867,2015-04-03,,
tmp2,NA,868,NA,,
tmp2,38073,869,2015-04-04,,
tmp2,41015,870,2015-04-05,,
tmp2,39283,871,2015-04-06,,
tmp2,35548,872,2015-04-07,,
tmp2,38568,873,2015-04-08,,
tmp2,44034,874,2015-04-09,,
tmp2,42745,875,2015-04-10,,
tmp2,42351,876,2015-04-11,,
tmp2,42898,877,2015-04-12,,
tmp2,42347,878,2015-04-13,,
tmp2,36709,879,2015-04-14,,
tmp2,38435,880,2015-04-15,,
tmp2,42749,881,2015-04-16,,
tmp2,49719,882,2015-04-17,,
tmp2,44731,883,2015-04-18,,
tmp2,40906,884,2015-04-19,,
tmp2,40976,885,2015-04-20,,
tmp2,40688,886,2015-04-21,,
tmp2,39632,887,2015-04-22,,
tmp2,44833,888,2015-04-23,,
tmp2,46125,889,2015-04-24,,
tmp2,48105,890,2015-04-25,,
tmp2,46767,891,2015-04-26,,
tmp2,45208,892,2015-04-27,,
tmp2,39954,893,2015-04-28,,
tmp2,44562,894,2015-04-29,,
tmp2,44738,895,2015-04-30,,
tmp2,53215,896,2015-05-01,,
tmp2,49178,897,2015-05-02,,
tmp2,45659,898,2015-05-03,,
tmp2,36560,899,2015-05-04,,
tmp2,34003,900,2015-05-05,,
tmp2,42308,901,2015-05-06,,
tmp2,34899,902,2015-05-07,,
tmp2,38400,903,2015-05-08,,
tmp2,38461,904,2015-05-09,,
tmp2,41080,905,2015-05-10,,
tmp2,32058,906,2015-05-11,,
tmp2,45421,907,2015-05-12,,
tmp2,38263,908,2015-05-13,,
tmp2,41428,909,2015-05-14,,
tmp2,44729,910,2015-05-15,,
tmp2,44447,911,2015-05-16,,
tmp2,39296,912,2015-05-17,,
tmp2,46456,913,2015-05-18,,
tmp2,39581,914,2015-05-19,,
tmp2,41520,915,2015-05-20,,
tmp2,41135,916,2015-05-21,,
tmp2,49720,917,2015-05-22,,
tmp2,50210,918,2015-05-23,,
tmp2,37972,919,2015-05-24,,
tmp2,35872,920,2015-05-25,,
tmp2,45256,921,2015-05-26,,
tmp2,48380,922,2015-05-27,,
tmp2,44353,923,2015-05-28,,
tmp2,43595,924,2015-05-29,,
tmp2,47932,925,2015-05-30,,
tmp2,40973,926,2015-05-31,,
tmp2,41229,927,2015-06-01,,
tmp2,37329,928,2015-06-02,,
tmp2,41460,929,2015-06-03,,
tmp2,43852,930,2015-06-04,,
tmp2,40866,931,2015-06-05,,
tmp2,37351,932,2015-06-06,,
tmp2,34783,933,2015-06-07,,
tmp2,33522,934,2015-06-08,,
tmp2,31583,935,2015-06-09,,
tmp2,25901,936,2015-06-10,,
tmp2,32396,937,2015-06-11,,
tmp2,35492,938,2015-06-12,,
tmp2,31420,939,2015-06-13,,
tmp2,28213,940,2015-06-14,,
tmp2,29183,941,2015-06-15,,
tmp2,24514,942,2015-06-16,,
tmp2,24677,943,2015-06-17,,
tmp2,30246,944,2015-06-18,,
tmp2,32872,945,2015-06-19,,
tmp2,32525,946,2015-06-20,,
tmp2,29864,947,2015-06-21,,
tmp2,26799,948,2015-06-22,,
tmp2,27055,949,2015-06-23,,
tmp2,21813,950,2015-06-24,,
tmp2,24117,951,2015-06-25,,
tmp2,27980,952,2015-06-26,,
tmp2,33805,953,2015-06-27,,
tmp2,25887,954,2015-06-28,,
tmp2,27490,955,2015-06-29,,
tmp2,21194,956,2015-06-30,,
tmp2,28773,957,2015-07-01,,
tmp2,29709,958,2015-07-02,,
tmp2,32146,959,2015-07-03,,
tmp2,29618,960,2015-07-04,,
tmp2,27682,961,2015-07-05,,
tmp2,30201,962,2015-07-06,,
tmp2,22454,963,2015-07-07,,
tmp2,24432,964,2015-07-08,,
tmp2,30248,965,2015-07-09,,
tmp2,35292,966,2015-07-10,,
tmp2,31160,967,2015-07-11,,
tmp2,20100,968,2015-07-12,,
tmp2,34827,969,2015-07-13,,
tmp2,36155,970,2015-07-14,,
tmp2,33530,971,2015-07-15,,
tmp2,40989,972,2015-07-16,,
tmp2,39376,973,2015-07-17,,
tmp2,35353,974,2015-07-18,,
tmp2,39858,975,2015-07-19,,
tmp2,35023,976,2015-07-20,,
tmp2,31286,977,2015-07-21,,
tmp2,37453,978,2015-07-22,,
tmp2,35869,979,2015-07-23,,
tmp2,35711,980,2015-07-24,,
tmp2,38732,981,2015-07-25,,
tmp2,40966,982,2015-07-26,,
tmp2,42035,983,2015-07-27,,
tmp2,38965,984,2015-07-28,,
tmp2,42651,985,2015-07-29,,
tmp2,45409,986,2015-07-30,,
tmp2,46168,987,2015-07-31,,
tmp2,48285,988,2015-08-01,,
tmp2,46619,989,2015-08-02,,
tmp2,49065,990,2015-08-03,,
tmp2,42623,991,2015-08-04,,
tmp2,42094,992,2015-08-05,,
tmp2,41822,993,2015-08-06,,
tmp2,42640,994,2015-08-07,,
tmp2,43151,995,2015-08-08,,
tmp2,45445,996,2015-08-09,,
tmp2,44722,997,2015-08-10,,
tmp2,36171,998,2015-08-11,,
tmp2,41402,999,2015-08-12,,
tmp2,44536,1000,2015-08-13,,
tmp2,49892,1001,2015-08-14,,
tmp2,38774,1002,2015-08-15,,
tmp2,45236,1003,2015-08-16,,
tmp2,42560,1004,2015-08-17,,
tmp2,35579,1005,2015-08-18,,
tmp2,43001,1006,2015-08-19,,
tmp2,41600,1007,2015-08-20,,
tmp2,39929,1008,2015-08-21,,
tmp2,42658,1009,2015-08-22,,
tmp2,46207,1010,2015-08-23,,
tmp2,40032,1011,2015-08-24,,
tmp2,40584,1012,2015-08-25,,
tmp2,43784,1013,2015-08-26,,
tmp2,45697,1014,2015-08-27,,
tmp2,37620,1015,2015-08-28,,
tmp2,39941,1016,2015-08-29,,
tmp2,38775,1017,2015-08-30,,
tmp2,38774,1018,2015-08-31,,
tmp2,35880,1019,2015-09-01,,
tmp2,39962,1020,2015-09-02,,
tmp2,42932,1021,2015-09-03,,
tmp2,42666,1022,2015-09-04,,
tmp2,41485,1023,2015-09-05,,
tmp2,41492,1024,2015-09-06,,
tmp2,43204,1025,2015-09-07,,
tmp2,37517,1026,2015-09-08,,
tmp2,38420,1027,2015-09-09,,
tmp2,44930,1028,2015-09-10,,
tmp2,45750,1029,2015-09-11,,
tmp2,42989,1030,2015-09-12,,
tmp2,40623,1031,2015-09-13,,
tmp2,37375,1032,2015-09-14,,
tmp2,35683,1033,2015-09-15,,
tmp2,38222,1034,2015-09-16,,
tmp2,40817,1035,2015-09-17,,
tmp2,38600,1036,2015-09-18,,
tmp2,37720,1037,2015-09-19,,
tmp2,36163,1038,2015-09-20,,
tmp2,38382,1039,2015-09-21,,
tmp2,31321,1040,2015-09-22,,
tmp2,30360,1041,2015-09-23,,
tmp2,34165,1042,2015-09-24,,
tmp2,47644,1043,2015-09-25,,
tmp2,54784,1044,2015-09-26,,
tmp2,48549,1045,2015-09-27,,
tmp2,42568,1046,2015-09-28,,
tmp2,39646,1047,2015-09-29,,
tmp2,41711,1048,2015-09-30,,
tmp2,39777,1049,2015-10-01,,
tmp2,46460,1050,2015-10-02,,
tmp2,46365,1051,2015-10-03,,
tmp2,46632,1052,2015-10-04,,
tmp2,45520,1053,2015-10-05,,
tmp2,38255,1054,2015-10-06,,
tmp2,44368,1055,2015-10-07,,
tmp2,53718,1056,2015-10-08,,
tmp2,55887,1057,2015-10-09,,
tmp2,38062,1058,2015-10-10,,
tmp2,43781,1059,2015-10-11,,
tmp2,47278,1060,2015-10-12,,
tmp2,36298,1061,2015-10-13,,
tmp2,43113,1062,2015-10-14,,
tmp2,47318,1063,2015-10-15,,
tmp2,47452,1064,2015-10-16,,
tmp2,50733,1065,2015-10-17,,
tmp2,44889,1066,2015-10-18,,
tmp2,44444,1067,2015-10-19,,
tmp2,44272,1068,2015-10-20,,
tmp2,43564,1069,2015-10-21,,
tmp2,42621,1070,2015-10-22,,
tmp2,46773,1071,2015-10-23,,
tmp2,47978,1072,2015-10-24,,
tmp2,47161,1073,2015-10-25,,
tmp2,39710,1074,2015-10-26,,
tmp2,37973,1075,2015-10-27,,
tmp2,38799,1076,2015-10-28,,
tmp2,44150,1077,2015-10-29,,
tmp2,41443,1078,2015-10-30,,
tmp2,42679,1079,2015-10-31,,
tmp2,40562,1080,2015-11-01,,
tmp2,38305,1081,2015-11-02,,
tmp2,36226,1082,2015-11-03,,
tmp2,39213,1083,2015-11-04,,
tmp2,44427,1084,2015-11-05,,
tmp2,42086,1085,2015-11-06,,
tmp2,43722,1086,2015-11-07,,
tmp2,38790,1087,2015-11-08,,
tmp2,41358,1088,2015-11-09,,
tmp2,34968,1089,2015-11-10,,
tmp2,40809,1090,2015-11-11,,
tmp2,41111,1091,2015-11-12,,
tmp2,42440,1092,2015-11-13,,
tmp2,42514,1093,2015-11-14,,
tmp2,42969,1094,2015-11-15,,
tmp2,35611,1095,2015-11-16,,
tmp2,35351,1096,2015-11-17,,
tmp2,36917,1097,2015-11-18,,
tmp2,38000,1098,2015-11-19,,
tmp2,43250,1099,2015-11-20,,
tmp2,44358,1100,2015-11-21,,
tmp2,37442,1101,2015-11-22,,
tmp2,33465,1102,2015-11-23,,
tmp2,30041,1103,2015-11-24,,
tmp2,35460,1104,2015-11-25,,
tmp2,36335,1105,2015-11-26,,
tmp2,37114,1106,2015-11-27,,
tmp2,36470,1107,2015-11-28,,
tmp2,33766,1108,2015-11-29,,
tmp2,27840,1109,2015-11-30,,
tmp2,27113,1110,2015-12-01,,
tmp2,24735,1111,2015-12-02,,
tmp2,30157,1112,2015-12-03,,
tmp2,34167,1113,2015-12-04,,
tmp2,39864,1114,2015-12-05,,
tmp2,29715,1115,2015-12-06,,
tmp2,32939,1116,2015-12-07,,
tmp2,26694,1117,2015-12-08,,
tmp2,26110,1118,2015-12-09,,
tmp2,32529,1119,2015-12-10,,
tmp2,34020,1120,2015-12-11,,
tmp2,34345,1121,2015-12-12,,
tmp2,33730,1122,2015-12-13,,
tmp2,30508,1123,2015-12-14,,
tmp2,28748,1124,2015-12-15,,
tmp2,27894,1125,2015-12-16,,
tmp2,34734,1126,2015-12-17,,
tmp2,34294,1127,2015-12-18,,
tmp2,38584,1128,2015-12-19,,
tmp2,35822,1129,2015-12-20,,
tmp2,35271,1130,2015-12-21,,
tmp2,28277,1131,2015-12-22,,
tmp2,36966,1132,2015-12-23,,
tmp2,38523,1133,2015-12-24,,
tmp2,46318,1134,2015-12-25,,
tmp2,34463,1135,2015-12-26,,
tmp2,43625,1136,2015-12-27,,
tmp2,39649,1137,2015-12-28,,
tmp2,38535,1138,2015-12-29,,
tmp2,44500,1139,2015-12-30,,
tmp2,43365,1140,2015-12-30,,
tmp2,43365,1141,2015-12-31,,
tmp2,43196,1142,2016-01-01,,
tmp2,33711,1143,2016-01-02,,
tmp2,35086,1144,2016-01-03,,
tmp2,39569,1145,2016-01-04,,
tmp2,34798,1146,2016-01-05,,
tmp2,32931,1147,2016-01-06,,
tmp2,36645,1148,2016-01-07,,
tmp2,36579,1149,2016-01-08,,
tmp2,42647,1150,2016-01-09,,
tmp2,37724,1151,2016-01-10,,
tmp2,36209,1152,2016-01-11,,
tmp2,34362,1153,2016-01-12,,
tmp2,32761,1154,2016-01-13,,
tmp2,NA,1155,NA,,
tmp2,40505,1156,2016-01-14,,
tmp2,40813,1157,2016-01-15,,
tmp2,38884,1158,2016-01-16,,
tmp2,37311,1159,2016-01-17,,
tmp2,35175,1160,2016-01-18,,
tmp2,32379,1161,2016-01-19,,
tmp2,33302,1162,2016-01-20,,
tmp2,42564,1163,2016-01-21,,
tmp2,36978,1164,2016-01-22,,
tmp2,16774,1165,2016-01-23,,
tmp2,0,1166,2016-01-24,,
tmp2,14434,1167,2016-01-25,,
tmp2,33604,1168,2016-01-26,,
tmp2,32694,1169,2016-01-27,,
tmp2,33385,1170,2016-01-28,,
tmp2,30131,1171,2016-01-29,,
tmp2,31977,1172,2016-01-30,,
tmp2,32916,1173,2016-01-31,,
tmp2,32270,1174,2016-02-01,,
tmp2,26562,1175,2016-02-02,,
tmp2,25296,1176,2016-02-03,,
tmp2,32847,1177,2016-02-04,,
tmp2,37684,1178,2016-02-05,,
tmp2,44548,1179,2016-02-06,,
tmp2,45607,1180,2016-02-07,,
tmp2,39401,1181,2016-02-08,,
tmp2,39364,1182,2016-02-09,,
tmp2,40958,1183,2016-02-10,,
tmp2,34350,1184,2016-02-11,,
tmp2,31206,1185,2016-02-12,,
tmp2,36263,1186,2016-02-13,,
tmp2,37073,1187,2016-02-14,,
tmp2,39525,1188,2016-02-15,,
tmp2,38188,1189,2016-02-16,,
tmp2,41839,1190,2016-02-17,,
tmp2,42671,1191,2016-02-18,,
tmp2,37837,1192,2016-02-19,,
tmp2,40683,1193,2016-02-20,,
tmp2,39379,1194,2016-02-21,,
tmp2,NA,1195,NA,,
tmp2,42146,1196,2016-02-22,,
tmp2,40815,1197,2016-02-23,,
tmp2,37791,1198,2016-02-24,,
tmp2,44254,1199,2016-02-25,,
tmp2,44276,1200,2016-02-26,,
tmp2,44168,1201,2016-02-27,,
tmp2,37333,1202,2016-02-28,,
tmp2,27171,1203,2016-02-29,,
tmp2,27354,1204,2016-03-01,,
tmp2,29520,1205,2016-03-02,,
tmp2,28816,1206,2016-03-03,,
tmp2,35044,1207,2016-03-04,,
tmp2,35059,1208,2016-03-05,,
tmp2,31912,1209,2016-03-06,,
tmp2,30187,1210,2016-03-07,,
tmp2,26494,1211,2016-03-08,,
tmp2,28589,1212,2016-03-09,,
tmp2,32514,1213,2016-03-10,,
tmp2,42266,1214,2016-03-11,,
tmp2,37308,1215,2016-03-12,,
tmp2,37029,1216,2016-03-13,,
tmp2,35579,1217,2016-03-14,,
tmp2,36329,1218,2016-03-15,,
tmp2,32635,1219,2016-03-16,,
tmp2,41522,1220,2016-03-17,,
tmp2,44995,1221,2016-03-18,,
tmp2,40910,1222,2016-03-19,,
tmp2,41856,1223,2016-03-20,,
tmp2,39956,1224,2016-03-21,,
tmp2,39024,1225,2016-03-22,,
tmp2,36222,1226,2016-03-23,,
tmp2,42841,1227,2016-03-24,,
tmp2,NA,1228,NA,,
tmp2,NA,1229,NA,,
tmp2,NA,1230,NA,,
tmp2,48744,1231,2016-03-25,,
tmp2,41446,1232,2016-03-26,,
tmp2,45223,1233,2016-03-27,,
tmp2,43369,1234,2016-03-28,,
tmp2,40748,1235,2016-03-29,,
tmp2,39266,1236,2016-03-30,,
tmp2,47081,1237,2016-03-31,,
tmp2,51066,1238,2016-04-01,,
tmp2,49117,1239,2016-04-02,,
tmp2,42606,1240,2016-04-03,,
tmp2,43026,1241,2016-04-04,,
tmp2,47632,1242,2016-04-05,,
tmp2,NA,1243,NA,,
tmp2,42131,1244,2016-04-06,,
tmp2,46321,1245,2016-04-07,,
tmp2,46701,1246,2016-04-08,,
tmp2,51045,1247,2016-04-09,,
tmp2,47323,1248,2016-04-10,,
tmp2,NA,1249,NA,,
tmp2,45639,1250,2016-04-11,,
tmp2,39163,1251,2016-04-12,,
tmp2,40170,1252,2016-04-13,,
tmp2,43505,1253,2016-04-14,,
tmp2,49597,1254,2016-04-15,,
tmp2,22762,1255,2016-04-16,,
tmp2,51189,1256,2016-04-17,,
tmp2,48455,1257,2016-04-18,,
tmp2,47780,1258,2016-04-19,,
tmp2,42063,1259,2016-04-20,,
tmp2,50065,1260,2016-04-21,,
tmp2,48488,1261,2016-04-22,,
tmp2,50226,1262,2016-04-23,,
tmp2,46297,1263,2016-04-24,,
tmp2,48701,1264,2016-04-25,,
tmp2,43303,1265,2016-04-26,,
tmp2,41273,1266,2016-04-27,,
tmp2,50804,1267,2016-04-28,,
tmp2,46054,1268,2016-04-29,,
tmp2,47096,1269,2016-04-30,,
tmp2,47862,1270,2016-05-01,,
tmp2,33221,1271,2016-05-02,,
tmp2,46252,1272,2016-05-03,,
tmp2,50881,1273,2016-05-05,,
tmp2,54657,1274,2016-05-05,,
tmp2,45529,1275,2016-05-06,,
tmp2,35063,1276,2016-05-07,,
tmp2,38976,1277,2016-05-08,,
tmp2,45890,1278,2016-05-09,,
tmp2,43273,1279,2016-05-10,,
tmp2,48286,1280,2016-05-11,,
tmp2,46356,1281,2016-05-12,,
tmp2,49163,1282,2016-05-13,,
tmp2,50052,1283,2016-05-14,,
tmp2,45714,1284,2016-05-15,,
tmp2,44749,1285,2016-05-16,,
tmp2,42391,1286,2016-05-17,,
tmp2,47901,1287,2016-05-18,,
tmp2,51207,1288,2016-05-19,,
tmp2,46837,1289,2016-05-20,,
tmp2,50830,1290,2016-05-21,,
tmp2,45427,1291,2016-05-22,,
tmp2,45865,1292,2016-05-23,,
tmp2,44065,1293,2016-05-24,,
tmp2,48074,1294,2016-05-25,,
tmp2,49322,1295,2016-05-26,,
tmp2,49129,1296,2016-05-27,,
tmp2,50335,1297,2016-05-28,,
tmp2,47823,1298,2016-05-29,,
tmp2,42848,1299,2016-05-30,,
tmp2,42200,1300,2016-05-31,,
tmp2,45247,1301,2016-06-01,,
tmp2,50334,1302,2016-06-02,,
tmp2,55881,1303,2016-06-03,,
tmp2,52454,1304,2016-06-04,,
tmp2,47273,1305,2016-06-05,,
tmp2,45774,1306,2016-06-06,,
tmp2,50881,1307,2016-06-07,,
tmp2,46470,1308,2016-06-08,,
tmp2,47972,1309,2016-06-09,,
tmp2,46835,1310,2016-06-10,,
tmp2,51564,1311,2016-06-11,,
tmp2,53149,1312,2016-06-12,,
tmp2,46034,1313,2016-06-13,,
tmp2,44320,1314,2016-06-14,,
tmp2,45960,1315,2016-06-15,,
tmp2,50340,1316,2016-06-16,,
tmp2,46159,1317,2016-06-17,,
tmp2,47759,1318,2016-06-18,,
tmp2,46615,1319,2016-06-19,,
tmp2,45971,1320,2016-06-20,,
tmp2,43097,1321,2016-06-21,,
tmp2,44151,1322,2016-06-22,,
tmp2,47542,1323,2016-06-23,,
tmp2,41835,1324,2016-06-24,,
tmp2,54027,1325,2016-06-25,,
tmp2,47634,1326,2016-06-26,,
tmp2,47462,1327,2016-06-27,,
tmp2,42077,1328,2016-06-28,,
tmp2,40140,1329,2016-06-29,,
tmp2,48006,1330,2016-06-30,,
tmp2,44092,1331,2016-07-01,,
tmp2,43887,1332,2016-07-02,,
tmp2,42977,1333,2016-07-03,,
tmp2,46943,1334,2016-07-04,,
tmp2,50344,1335,2016-07-05,,
tmp2,46796,1336,2016-07-06,,
tmp2,51332,1337,2016-07-07,,
tmp2,42329,1338,2016-07-08,,
tmp2,45950,1339,2016-07-09,,
tmp2,47390,1340,2016-07-10,,
tmp2,47339,1341,2016-07-11,,
tmp2,47050,1342,2016-07-12,,
tmp2,46538,1343,2016-07-13,,
tmp2,47747,1344,2016-07-14,,
tmp2,48024,1345,2016-07-15,,
tmp2,48834,1346,2016-07-16,,
tmp2,50395,1347,2016-07-17,,
tmp2,49892,1348,2016-07-18,,
tmp2,49121,1349,2016-07-19,,
tmp2,54704,1350,2016-07-20,,
tmp2,51771,1351,2016-07-21,,
tmp2,51729,1352,2016-07-22,,
tmp2,50413,1353,2016-07-23,,
tmp2,46400,1354,2016-07-24,,
tmp2,53004,1355,2016-07-25,,
tmp2,51014,1356,2016-07-26,,
tmp2,53261,1357,2016-07-27,,
tmp2,55699,1358,2016-07-28,,
tmp2,54860,1359,2016-07-29,,
tmp2,59507,1360,2016-07-30,,
tmp2,59404,1361,2016-07-31,,
tmp2,55605,1362,2016-08-01,,
tmp2,49711,1363,2016-08-02,,
tmp2,52178,1364,2016-08-03,,
tmp2,54897,1365,2016-08-04,,
tmp2,49537,1366,2016-08-05,,
tmp2,48956,1367,2016-08-06,,
tmp2,53198,1368,2016-08-07,,
tmp2,53317,1369,2016-08-08,,
tmp2,51065,1370,2016-08-09,,
tmp2,51957,1371,2016-08-10,,
tmp2,52210,1372,2016-08-11,,
tmp2,50664,1373,2016-08-12,,
tmp2,53057,1374,2016-08-13,,
tmp2,56008,1375,2016-08-14,,
tmp2,54595,1376,2016-08-15,,
tmp2,52343,1377,2016-08-16,,
tmp2,44438,1378,2016-08-17,,
tmp2,45711,1379,2016-08-18,,
tmp2,48650,1380,2016-08-19,,
tmp2,49742,1381,2016-08-20,,
tmp2,53704,1382,2016-08-21,,
tmp2,48501,1383,2016-08-22,,
tmp2,48729,1384,2016-08-23,,
tmp2,52214,1385,2016-08-24,,
tmp2,52483,1386,2016-08-25,,
tmp2,46307,1387,2016-08-26,,
tmp2,49355,1388,2016-08-27,,
tmp2,47729,1389,2016-08-28,,
tmp2,44541,1390,2016-08-29,,
tmp2,36102,1391,2016-08-30,,
tmp2,36105,1392,2016-08-31,,
tmp2,44638,1393,2016-09-01,,
tmp2,45556,1394,2016-09-02,,
tmp2,49147,1395,2016-09-03,,
tmp2,42671,1396,2016-09-04,,
tmp2,42348,1397,2016-09-05,,
tmp2,39387,1398,2016-09-06,,
tmp2,35651,1399,2016-09-07,,
tmp2,39984,1400,2016-09-08,,
tmp2,39465,1401,2016-09-09,,
tmp2,47919,1402,2016-09-10,,
tmp2,40928,1403,2016-09-11,,
tmp2,39307,1404,2016-09-12,,
tmp2,56569,1405,2016-09-13,,
tmp2,53090,1406,2016-09-14,,
tmp2,52719,1407,2016-09-15,,
tmp2,44163,1408,2016-09-16,,
tmp2,44028,1409,2016-09-17,,
tmp2,40559,1410,2016-09-18,,
tmp2,34562,1411,2016-09-19,,
tmp2,40961,1412,2016-09-20,,
tmp2,43629,1413,2016-09-21,,
tmp2,53571,1414,2016-09-22,,
tmp2,47708,1415,2016-09-23,,
tmp2,48687,1416,2016-09-24,,
tmp2,49504,1417,2016-09-25,,
tmp2,46229,1418,2016-09-26,,
tmp2,45217,1419,2016-09-27,,
tmp2,40382,1420,2016-09-28,,
tmp2,45446,1421,2016-09-29,,
tmp2,51422,1422,2016-09-30,,
tmp2,62645,1423,2016-10-01,,
tmp2,47935,1424,2016-10-02,,
tmp2,50084,1425,2016-10-03,,
tmp2,37774,1426,2016-10-04,,
tmp2,31747,1427,2016-10-05,,
tmp2,47567,1428,2016-10-06,,
tmp2,46676,1429,2016-10-07,,
tmp2,NA,1430,NA,,
tmp2,45608,1431,2016-10-08,,
tmp2,45588,1432,2016-10-09,,
tmp2,47239,1433,2016-10-10,,
tmp2,45863,1434,2016-10-11,,
tmp2,45952,1435,2016-10-12,,
tmp2,48614,1436,2016-10-13,,
tmp2,49894,1437,2016-10-14,,
tmp2,46389,1438,2016-10-15,,
tmp2,44644,1439,2016-10-16,,
tmp2,47243,1440,2016-10-17,,
tmp2,49807,1441,2016-10-18,,
tmp2,47010,1442,2016-10-19,,
tmp2,48907,1443,2016-10-20,,
tmp2,49596,1444,2016-10-21,,
tmp2,45998,1445,2016-10-22,,
tmp2,47375,1446,2016-10-23,,
tmp2,45836,1447,2016-10-24,,
tmp2,45079,1448,2016-10-25,,
tmp2,48448,1449,2016-10-26,,
tmp2,46493,1450,2016-10-27,,
tmp2,41035,1451,2016-10-28,,
tmp2,48779,1452,2016-10-29,,
tmp2,44815,1453,2016-10-30,,
tmp2,43492,1454,2016-10-31,,
tmp2,41430,1455,2016-11-01,,
tmp2,47280,1456,2016-11-02,,
tmp2,43989,1457,2016-11-03,,
